university_id,year,num_students,student_staff_ratio,pct_international_students,pct_female_students
3,2015,15596,7.8,22,42.0
4,2015,18812,11.8,34,46.0
2,2015,11074,9.0,33,37.0
6,2015,7929,8.4,27,45.0
10,2015,36186,16.4,15,50.0
28,2015,15060,11.7,51,37.0
8,2015,11751,4.4,20,50.0
11,2015,14221,6.9,21,42.0
19,2015,38206,10.3,15,52.0
1025,2015,18178,14.7,37,31.0
9,2015,25055,5.9,28,
15,2015,15128,3.6,23,50.0
13,2015,20376,6.5,20,51.0
1026,2015,41786,9.0,16,48.0
27,2015,15172,4.8,17,49.0
12,2015,21424,10.2,19,48.0
35,2015,66198,19.5,15,
33,2015,18334,13.8,15,48.0
31,2015,26607,10.7,46,56.0
14,2015,26199,5.7,10,
43,2015,11885,13.1,35,39.0
104,2015,31592,15.5,34,49.0
1027,2015,44020,11.8,13,53.0
87,2015,19967,20.1,26,31.0
30,2015,49427,17.4,9,51.0
1035,2015,35691,15.5,13,62.0
1028,2015,42727,18.7,20,47.0
1056,2015,39655,10.8,11,51.0
67,2015,50152,17.6,25,54.0
118,2015,40128,23.7,35,55.0
1032,2015,9666,10.5,54,27.0
60,2015,25774,14.1,36,58.0
40,2015,22020,27.3,11,52.0
23,2015,42056,6.8,19,55.0
41,2015,31326,13.7,23,56.0
1040,2015,21394,11.4,37,61.0
20,2015,27233,6.5,11,48.0
1029,2015,12528,5.7,17,
158,2015,19835,17.6,38,53.0
70,2015,7774,11.5,22,70.0
107,2015,14604,19.2,35,52.0
1033,2015,46825,18.0,13,52.0
36,2015,26518,7.3,8,58.0
111,2015,40148,8.3,14,
114,2015,39763,13.7,10,32.0
75,2015,26389,13.9,10,
292,2015,11385,23.8,36,
134,2015,9027,10.0,9,20.0
76,2015,34938,15.3,34,52.0
66,2015,8653,10.1,19,
1048,2015,42503,41.9,18,54.0
45,2015,35364,13.9,13,54.0
62,2015,24789,8.6,17,58.0
1046,2015,44501,12.4,12,46.0
17,2015,22809,5.6,7,
94,2015,41868,20.2,28,57.0
151,2015,25028,16.2,33,48.0
61,2015,2429,4.8,30,18.0
384,2015,462,16.5,5,28.0
85,2015,21222,17.1,10,59.0
1041,2015,34718,32.7,27,53.0
187,2015,3055,10.1,4,20.0
170,2015,25581,25.6,12,51.0
1037,2015,51462,13.4,12,49.0
57,2015,6333,9.0,26,44.0
1042,2015,28881,24.5,17,55.0
276,2015,15920,19.4,25,26.0
121,2015,20580,18.9,18,48.0
1051,2015,9248,17.0,21,56.0
98,2015,17906,14.0,25,53.0
157,2015,12551,17.3,24,54.0
44,2015,36534,12.9,20,52.0
130,2015,24570,14.4,11,53.0
1030,2015,2400,7.9,20,46.0
99,2015,30779,15.4,7,59.0
160,2015,29987,52.5,16,
161,2015,33062,39.3,20,58.0
123,2015,44750,15.7,15,51.0
265,2015,15489,15.7,24,54.0
171,2015,50882,40.5,36,56.0
397,2015,25779,22.2,7,44.0
50,2015,36429,12.7,8,52.0
112,2015,11829,13.8,10,44.0
86,2015,10410,10.0,14,54.0
47,2015,26614,16.1,16,52.0
141,2015,32166,34.1,9,57.0
1034,2015,56959,13.0,11,49.0
1036,2015,26485,5.8,10,51.0
81,2015,12338,4.5,18,56.0
145,2015,23823,19.3,15,53.0
142,2015,22616,16.0,29,57.0
59,2015,12161,3.6,10,52.0
46,2015,29325,16.1,8,45.0
188,2015,31715,23.7,8,62.0
90,2015,35565,31.5,20,33.0
131,2015,25266,18.2,12,57.0
251,2015,15626,18.9,48,56.0
1045,2015,39256,18.1,22,42.0
1050,2015,27862,8.7,18,48.0
89,2015,23505,15.1,6,66.0
325,2015,18529,16.6,37,48.0
88,2015,26583,6.5,19,57.0
215,2015,14260,14.0,40,52.0
65,2015,15668,15.0,39,61.0
165,2015,17404,22.7,1,53.0
152,2015,38309,25.9,33,47.0
324,2015,8338,12.7,47,56.0
191,2015,12001,17.4,35,54.0
139,2015,38264,20.3,25,57.0
162,2015,28327,38.9,12,58.0
78,2015,9259,6.4,17,48.0
133,2015,24556,25.6,12,52.0
542,2015,8747,15.9,37,57.0
125,2015,28251,11.5,15,
1087,2015,27603,15.0,17,
198,2015,9990,5.0,18,27.0
53,2015,9390,4.5,26,49.0
179,2015,23311,15.5,31,50.0
108,2015,36299,21.6,23,55.0
268,2015,20040,12.1,18,53.0
333,2015,13216,17.4,19,54.0
1055,2015,12062,14.6,21,30.0
55,2015,50095,18.7,9,54.0
203,2015,17916,10.2,22,53.0
84,2015,23845,10.2,12,52.0
450,2015,11512,14.9,33,52.0
202,2015,14708,22.5,14,54.0
68,2015,31331,8.4,9,48.0
150,2015,20925,13.5,29,53.0
1072,2015,35487,37.4,12,42.0
195,2015,11964,13.1,22,
148,2015,23280,16.3,6,56.0
1039,2015,15521,18.0,25,57.0
904,2015,11506,25.0,7,50.0
135,2015,17713,13.0,10,58.0
365,2015,5287,18.2,12,26.0
1057,2015,50657,21.4,9,47.0
117,2015,9586,7.3,13,13.0
354,2015,8176,16.0,14,19.0
1044,2015,37032,17.3,8,51.0
154,2015,27703,14.7,21,58.0
237,2015,5495,12.6,22,55.0
1080,2015,24365,20.3,9,39.0
146,2015,25295,16.4,23,54.0
1052,2015,62468,13.6,13,53.0
223,2015,20626,22.0,12,51.0
58,2015,6178,6.6,16,47.0
127,2015,23895,13.6,14,54.0
358,2015,17755,18.8,28,54.0
113,2015,31891,11.9,7,39.0
239,2015,37917,27.6,16,31.0
32,2015,23144,7.8,9,31.0
212,2015,18815,13.6,30,52.0
226,2015,20851,20.7,27,50.0
93,2015,27545,4.1,19,67.0
463,2015,2218,8.0,14,49.0
38,2015,25674,16.9,9,45.0
1049,2015,26467,31.2,16,52.0
341,2015,20771,30.1,26,48.0
774,2015,34550,16.0,5,34.0
216,2015,25294,24.6,16,26.0
427,2015,10901,18.3,13,59.0
79,2015,17200,5.0,7,25.0
143,2015,15286,5.7,14,50.0
331,2015,12346,30.3,16,56.0
97,2015,30144,15.0,27,54.0
192,2015,28856,42.0,19,54.0
126,2015,15408,8.5,14,53.0
378,2015,17581,21.5,11,56.0
274,2015,29787,18.9,28,54.0
132,2015,27526,11.6,11,52.0
449,2015,19660,15.9,15,55.0
222,2015,16130,12.1,13,
277,2015,12938,15.8,33,54.0
1058,2015,27756,14.8,17,63.0
248,2015,19262,15.9,10,56.0
80,2015,83236,29.9,9,50.0
1099,2015,2739,15.9,6,39.0
206,2015,34651,20.5,25,67.0
319,2015,18539,15.1,26,50.0
91,2015,27139,18.8,18,
173,2015,6753,5.5,7,53.0
105,2015,21908,10.9,24,50.0
56,2015,23977,24.4,4,
213,2015,36733,26.3,15,60.0
1062,2015,25668,19.0,19,47.0
376,2015,10015,7.1,28,51.0
190,2015,32175,12.2,11,50.0
183,2015,29991,17.4,11,44.0
119,2015,32474,70.4,13,55.0
106,2015,30822,7.7,20,43.0
1088,2015,2958,13.4,17,61.0
351,2015,14992,14.7,28,58.0
264,2015,14541,13.4,35,54.0
854,2015,4408,13.7,26,34.0
181,2015,20541,12.0,16,56.0
5,2016,2243,6.9,27,33.0
7,2016,19919,11.6,34,46.0
3,2016,15596,7.8,22,42.0
4,2016,18812,11.8,34,46.0
2,2016,11074,9.0,33,37.0
1,2016,20152,8.9,25,
6,2016,7929,8.4,27,45.0
28,2016,15060,11.7,51,37.0
1025,2016,18178,14.7,37,31.0
11,2016,14221,6.9,21,42.0
15,2016,15128,3.6,23,50.0
8,2016,11751,4.4,20,50.0
10,2016,36186,16.4,15,50.0
31,2016,26607,10.7,46,56.0
9,2016,25055,5.9,28,
19,2016,38206,10.3,15,52.0
13,2016,20376,6.5,20,51.0
12,2016,21424,10.2,19,48.0
35,2016,66198,19.5,15,
27,2016,15172,4.8,17,49.0
1026,2016,41786,9.0,16,48.0
43,2016,11885,13.1,35,39.0
60,2016,25774,14.1,36,58.0
33,2016,18334,13.8,15,48.0
104,2016,31592,15.5,34,49.0
1040,2016,21394,11.4,37,61.0
70,2016,7774,11.5,22,70.0
1035,2016,35691,15.5,13,62.0
23,2016,42056,6.8,19,55.0
1032,2016,9666,10.5,54,27.0
1027,2016,44020,11.8,13,53.0
118,2016,40128,23.7,35,55.0
67,2016,50152,17.6,25,54.0
1048,2016,42503,41.9,18,54.0
1028,2016,42727,18.7,20,47.0
1042,2016,28881,24.5,17,55.0
41,2016,31326,13.7,23,56.0
87,2016,19967,20.1,26,31.0
111,2016,40148,8.3,14,
14,2016,26199,5.7,10,
30,2016,49427,17.4,9,51.0
160,2016,29987,52.5,16,
1056,2016,39655,10.8,11,51.0
66,2016,8653,10.1,19,
107,2016,14604,19.2,35,52.0
90,2016,35565,31.5,20,33.0
1030,2016,2400,7.9,20,46.0
151,2016,25028,16.2,33,48.0
130,2016,24570,14.4,11,53.0
292,2016,11385,23.8,36,
99,2016,30779,15.4,7,59.0
36,2016,26518,7.3,8,58.0
62,2016,24789,8.6,17,58.0
85,2016,21222,17.1,10,59.0
44,2016,36534,12.9,20,52.0
98,2016,17906,14.0,25,53.0
265,2016,15489,15.7,24,54.0
121,2016,20580,18.9,18,48.0
161,2016,33062,39.3,20,58.0
171,2016,50882,40.5,36,56.0
133,2016,24556,25.6,12,52.0
1046,2016,44501,12.4,12,46.0
162,2016,28327,38.9,12,58.0
1036,2016,26485,5.8,10,51.0
325,2016,18529,16.6,37,48.0
131,2016,25266,18.2,12,57.0
1049,2016,26467,31.2,16,52.0
75,2016,26389,13.9,10,
324,2016,8338,12.7,47,56.0
59,2016,12161,3.6,10,52.0
358,2016,17755,18.8,28,54.0
179,2016,23311,15.5,31,50.0
215,2016,14260,14.0,40,52.0
112,2016,11829,13.8,10,44.0
226,2016,20851,20.7,27,50.0
384,2016,462,16.5,5,28.0
187,2016,3055,10.1,4,20.0
68,2016,31331,8.4,9,48.0
141,2016,32166,34.1,9,57.0
146,2016,25295,16.4,23,54.0
542,2016,8747,15.9,37,57.0
450,2016,11512,14.9,33,52.0
91,2016,27139,18.8,18,
188,2016,31715,23.7,8,62.0
108,2016,36299,21.6,23,55.0
191,2016,12001,17.4,35,54.0
1034,2016,56959,13.0,11,49.0
206,2016,34651,20.5,25,67.0
97,2016,30144,15.0,27,54.0
255,2016,30538,12.3,10,59.0
84,2016,23845,10.2,12,52.0
134,2016,9027,10.0,9,20.0
1080,2016,24365,20.3,9,39.0
148,2016,23280,16.3,6,56.0
1055,2016,12062,14.6,21,30.0
200,2016,43280,43.4,11,60.0
212,2016,18815,13.6,30,52.0
1039,2016,15521,18.0,25,57.0
50,2016,36429,12.7,8,52.0
128,2016,47491,12.2,10,62.0
469,2016,10930,59.1,12,54.0
22,2016,17612,10.7,5,55.0
281,2016,30726,24.2,14,45.0
1087,2016,27603,15.0,17,
80,2016,83236,29.9,9,50.0
1061,2016,9187,11.2,10,47.0
1107,2016,6853,6.6,16,64.0
598,2016,16841,43.2,8,51.0
1058,2016,27756,14.8,17,63.0
1071,2016,17940,17.9,30,54.0
